Shipment_ID,Order_ID,Customer_ID,Tracking_Number,Shipment_Date,Expected_Delivery_Date,Actual_Delivery_Date,Status,Shipping_Method,Origin_Country,Origin_City,Destination_Country,Destination_City,Weight_KG,Volume_CBM,Number_of_Packages,Shipping_Cost_USD,Customs_Value_USD,Customs_Duty_USD,Insurance_Value_USD,Total_Logistics_Cost_USD,Transit_Days_Estimated,Delay_Days,Carrier_Name,Handler_Employee_ID,Temperature_Controlled,Hazardous_Materials
SHP-0000095,ORD-0000095,CUST-00614,TRK-684687092,2/27/2024,3/7/2024,3/11/2024,Delivered,Sea Freight,Bahrain,Isa Town,Oman,Salalah,45733.28,2617.5916,32,60070.75,2893406.52,312846.04,16275.6,389192.39,9,4,Hapag-Lloyd Gulf,EMP-00032,Yes,No
SHP-0000096,ORD-0000096,CUST-00583,TRK-289210249,3/15/2022,3/23/2022,3/21/2022,Delivered,Road Transport,UAE,Ajman,Bahrain,Riffa,9497.08,21.9796,80,31572.63,754482.49,43160.94,4485,79218.57,8,0,Arabian Shipping Co.,EMP-00268,Yes,No
SHP-0000097,ORD-0000097,CUST-00525,TRK-820609901,7/31/2023,8/11/2023,8/13/2023,Delivered,Sea Freight,Kuwait,Ahmadi,Oman,Salalah,49735.98,1506.1791,71,137746.59,5660637.09,814666.52,53351.23,1005764.34,11,2,Maersk Gulf,EMP-00090,Yes,No
SHP-0000098,ORD-0000098,CUST-01274,TRK-657037121,6/22/2022,6/26/2022,11/16/2022,In Transit,Road Transport,UAE,Dubai,Saudi Arabia,Riyadh,9583.41,47.4608,9,9678.68,17397.64,1313.23,138.37,11130.28,4,0,FedEx Middle East,EMP-00169,Yes,Yes
SHP-0000099,ORD-0000099,CUST-00393,TRK-678003848,2/26/2021,3/5/2021,3/3/2021,Delivered,Road Transport,Kuwait,Hawalli,Bahrain,Manama,20817.35,1596.557,33,74492.9,876150.5,2483.24,4917.37,81893.51,7,0,MSC Arabian,EMP-00169,Yes,Yes
SHP-0000100,ORD-0000100,CUST-00297,TRK-193383187,11/17/2023,11/20/2023,11/22/2023,Delivered,Express Courier,Oman,Nizwa,UAE,Abu Dhabi,14498.39,86.564,65,144364.67,1680317.3,90179.42,3936.94,238481.03,3,2,Aramex,EMP-00298,No,Yes
SHP-0000101,ORD-0000101,CUST-00873,TRK-411468919,8/24/2019,8/28/2019,11/16/2022,At Warehouse,Express Courier,Oman,Muscat,Oman,Nizwa,57.33,0.9733,8,1166.66,7158.85,0,0,1166.66,4,0,Middle East Freight Solutions,EMP-00079,Yes,No
SHP-0000103,ORD-0000103,CUST-00365,TRK-610722493,1/20/2023,2/1/2023,11/16/2022,In Transit,Sea Freight,Bahrain,Riffa,UAE,Ras Al Khaimah,3964.76,93.3942,43,5936.62,130500.42,14779.39,491.97,21207.98,12,0,Gulf Logistics Partners,EMP-00006,Yes,Yes
SHP-0000104,ORD-0000104,CUST-00642,TRK-768856394,10/24/2021,10/30/2021,11/16/2022,At Customs,Rail Freight,UAE,Ajman,Kuwait,Salmiya,31858.8,683.4093,29,49763.55,1343424.09,109013.33,5790.66,164567.54,6,0,Agility Logistics,EMP-00032,Yes,Yes
SHP-0000105,ORD-0000105,CUST-01314,TRK-119499460,11/16/2023,11/23/2023,11/16/2022,At Warehouse,Air Freight,Oman,Muscat,Bahrain,Isa Town,37264.28,1434.9722,98,230025.47,8752963.45,312076.73,75500.17,617602.37,7,0,Maersk Gulf,EMP-00149,No,Yes
SHP-0000106,ORD-0000106,CUST-00028,TRK-521077388,9/26/2024,10/4/2024,10/4/2024,Delivered,Sea Freight,Saudi Arabia,Taif,Kuwait,Hawalli,49688.43,4594.1486,45,73906.37,3586577.96,336842.02,12281.59,423029.98,8,0,Kanoo Shipping,EMP-00044,No,No
SHP-0000107,ORD-0000107,CUST-00881,TRK-903326289,4/4/2025,4/12/2025,4/13/2025,Delivered,Road Transport,Qatar,Al Wakrah,Kuwait,Ahmadi,21512.56,579.7536,35,47000.46,1005668.1,27242.57,3353.32,77596.35,8,1,Kanoo Shipping,EMP-00268,Yes,No
SHP-0000108,ORD-0000108,CUST-00859,TRK-853661217,5/17/2021,5/19/2021,5/22/2021,Delivered,Air Freight,Oman,Nizwa,Bahrain,Riffa,49004.79,828.0341,28,535982.58,10250099.33,330290.36,57383.31,923656.25,2,3,Middle East Freight Solutions,EMP-00205,Yes,Yes
SHP-0000109,ORD-0000109,CUST-00342,TRK-197142701,2/16/2025,2/19/2025,11/16/2022,At Customs,Express Courier,Qatar,Al Khor,UAE,Ras Al Khaimah,46195.01,2823.2275,15,1015306.86,44528918.68,1695274.42,212416.01,2922997.29,3,0,MSC Arabian,EMP-00298,Yes,No
SHP-0000110,ORD-0000110,CUST-00240,TRK-877565844,7/21/2023,7/24/2023,11/16/2022,In Transit,Air Freight,Bahrain,Isa Town,Saudi Arabia,Dammam,30377.26,2339.4976,68,318816.5,7012062.52,767622.31,48273.42,1134712.23,3,0,UPS Arabia,EMP-00169,No,No
SHP-0000111,ORD-0000111,CUST-00346,TRK-981307814,10/7/2025,10/10/2025,10/8/2025,Delivered,Road Transport,UAE,Ajman,Kuwait,Jahra,46560.47,1736.8069,42,62269.75,806781.8,93421.45,6208.67,161899.87,3,0,FedEx Middle East,EMP-00117,Yes,Yes
SHP-0000112,ORD-0000112,CUST-01364,TRK-110117783,3/11/2019,3/18/2019,3/17/2019,Delivered,Road Transport,Kuwait,Ahmadi,Oman,Sur,43373.28,4093.3746,19,112739.41,4815119.75,304938.16,40078.8,457756.37,7,0,UPS Arabia,EMP-00208,Yes,No
SHP-0000113,ORD-0000113,CUST-00718,TRK-153005258,7/4/2021,7/7/2021,11/16/2022,At Warehouse,Sea Freight,UAE,Dubai,UAE,Ajman,36951.2,1085.8623,35,78503.68,3165789.17,0,8068.42,86572.1,3,0,Red Sea Transport,EMP-00208,No,No
SHP-0000114,ORD-0000114,CUST-00583,TRK-771180317,11/21/2019,11/27/2019,11/27/2019,Delivered,Express Courier,Oman,Salalah,Bahrain,Riffa,33673.33,3303.3939,77,507152.9,24538756.38,2264809.63,166704.72,2938667.25,6,0,Kanoo Shipping,EMP-00137,Yes,No
SHP-0000115,ORD-0000115,CUST-01160,TRK-640047262,8/29/2021,9/5/2021,11/16/2022,In Transit,Air Freight,Kuwait,Salmiya,Qatar,Al Wakrah,11870.55,261.6677,75,69087.19,2151214.16,233131.68,13402.06,315620.93,7,0,Kanoo Shipping,EMP-00129,No,No
SHP-0000116,ORD-0000116,CUST-01445,TRK-108102744,1/20/2025,1/29/2025,11/16/2022,In Transit,Sea Freight,Bahrain,Riffa,Kuwait,Salmiya,17879.75,204.5048,98,23034.25,276911.35,6784.41,1481.13,31299.79,9,0,COSCO Shipping Gulf,EMP-00208,No,Yes
SHP-0000117,ORD-0000117,CUST-01352,TRK-412792605,7/31/2023,8/6/2023,11/16/2022,In Transit,Express Courier,Bahrain,Muharraq,Bahrain,Riffa,13194.82,1059.166,44,251573.98,11021834.79,0,81683.45,333257.43,6,0,Pearl Harbor Freight,EMP-00149,No,Yes
SHP-0000118,ORD-0000118,CUST-01319,TRK-736959332,7/20/2022,7/31/2022,11/16/2022,In Transit,Sea Freight,Kuwait,Hawalli,Qatar,Al Khor,2422.6,171.0727,61,4647.38,56538.38,5439.58,265.95,10352.91,11,0,COSCO Shipping Gulf,EMP-00059,Yes,No
SHP-0000119,ORD-0000119,CUST-00264,TRK-834472405,8/13/2022,8/17/2022,8/22/2022,Delivered,Sea Freight,Qatar,Al Wakrah,Qatar,Al Khor,42189.97,3772.5836,88,86492.45,580842.15,0,4302.21,90794.66,4,5,Gulf Logistics Partners,EMP-00032,No,Yes
SHP-0000120,ORD-0000120,CUST-00086,TRK-500526125,3/24/2022,3/27/2022,11/16/2022,In Transit,Air Freight,Saudi Arabia,Dammam,Qatar,Lusail,21339.34,772.0336,29,146344.37,1368447.08,178861.79,4649.17,329855.33,3,0,Evergreen Gulf Services,EMP-00032,Yes,No
SHP-0000121,ORD-0000121,CUST-00930,TRK-166947984,4/12/2022,4/14/2022,11/16/2022,Delayed,Sea Freight,Bahrain,Manama,Bahrain,Hamad Town,15811.68,1168.7641,55,46347.68,292853.84,0,1594.42,47942.1,2,15,Agility Logistics,EMP-00137,No,No
SHP-0000122,ORD-0000122,CUST-00351,TRK-929573062,5/10/2023,5/18/2023,11/16/2022,In Transit,Road Transport,Qatar,Lusail,Bahrain,Muharraq,25079.76,549.5624,69,58970.97,849482.65,117004.32,3553.95,179529.24,8,0,CMA CGM Middle East,EMP-00298,No,Yes
SHP-0000123,ORD-0000123,CUST-01229,TRK-440200559,12/21/2024,12/23/2024,11/16/2022,Lost,Express Courier,Kuwait,Ahmadi,Kuwait,Jahra,7640.15,457.1567,69,41506.81,1607664.33,0,2995.92,44502.73,2,0,COSCO Shipping Gulf,EMP-00205,Yes,No
SHP-0000124,ORD-0000124,CUST-00460,TRK-244599956,1/22/2019,2/3/2019,2/5/2019,Delivered,Sea Freight,Oman,Sohar,Kuwait,Salmiya,25122.1,1501.998,81,29271.29,272881.58,24253.3,1849.25,55373.84,12,2,Red Sea Transport,EMP-00119,Yes,Yes
SHP-0000125,ORD-0000125,CUST-00605,TRK-935959786,9/12/2019,9/15/2019,9/13/2019,Delivered,Express Courier,Qatar,Al Rayyan,Saudi Arabia,Jeddah,39451.02,1919.6198,72,907054.69,6820165.89,866117.43,57951.12,1831123.24,3,0,UPS Arabia,EMP-00137,No,Yes
SHP-0000127,ORD-0000127,CUST-01206,TRK-810260723,11/10/2024,11/16/2024,11/19/2024,Delivered,Air Freight,Kuwait,Jahra,Saudi Arabia,Jeddah,40062.48,3832.0604,76,378694.46,12413099.43,1634910.29,84006.05,2097610.8,6,3,Arabian Shipping Co.,EMP-00298,Yes,Yes
SHP-0000128,ORD-0000128,CUST-00804,TRK-393464091,6/10/2019,6/22/2019,11/16/2022,In Transit,Sea Freight,Qatar,Al Khor,Bahrain,Manama,34352.3,1657.0342,99,68803.43,1422802.67,189064.13,6469.27,264336.83,12,0,DHL Gulf,EMP-00044,Yes,Yes
SHP-0000129,ORD-0000129,CUST-01121,TRK-945748671,1/29/2025,2/9/2025,11/16/2022,Lost,Sea Freight,Oman,Muscat,UAE,Sharjah,45139.16,2323.6807,86,70672,293057.64,19170.9,1439.1,91282,11,0,Agility Logistics,EMP-00032,No,Yes
SHP-0000130,ORD-0000130,CUST-01077,TRK-778335796,3/6/2020,3/9/2020,3/14/2020,Delivered,Road Transport,Saudi Arabia,Riyadh,Kuwait,Hawalli,39095.38,934.8485,31,187718.46,5807686.8,524181.89,29587.06,741487.41,3,5,Desert Express Logistics,EMP-00229,No,Yes
SHP-0000131,ORD-0000131,CUST-00725,TRK-635016730,9/14/2024,9/21/2024,11/16/2022,In Transit,Air Freight,Kuwait,Salmiya,Saudi Arabia,Khobar,48948.32,4400.7028,77,176481.59,4945233.21,475692.74,45550.42,697724.75,7,0,COSCO Shipping Gulf,EMP-00148,Yes,Yes
SHP-0000132,ORD-0000132,CUST-01179,TRK-329889226,4/21/2024,4/24/2024,11/16/2022,At Warehouse,Sea Freight,UAE,Sharjah,UAE,Dubai,244.93,11.6962,56,611.51,8620.24,0,0,611.51,3,0,Arabian Shipping Co.,EMP-00179,No,Yes
SHP-0000133,ORD-0000133,CUST-00245,TRK-247798413,4/16/2023,4/20/2023,11/16/2022,At Customs,Express Courier,Oman,Sohar,Qatar,Al Khor,26640.68,1565.4489,22,601825.02,4078872.62,343020.37,22404.17,967249.56,4,0,Red Sea Transport,EMP-00288,No,Yes
SHP-0000134,ORD-0000134,CUST-00785,TRK-813098033,10/29/2020,11/6/2020,11/16/2022,Out for Delivery,Sea Freight,UAE,Sharjah,Saudi Arabia,Medina,48706.83,2529.1903,78,52177.07,370782.78,25592.92,3644.6,81414.59,8,0,Gulf Logistics Partners,EMP-00198,Yes,No
SHP-0000135,ORD-0000135,CUST-00728,TRK-646470738,8/22/2019,8/25/2019,8/24/2019,Delivered,Express Courier,Saudi Arabia,Taif,Bahrain,Isa Town,4072.4,401.3783,11,75756.23,643866.42,61.14,4116.44,79933.81,3,0,Red Sea Transport,EMP-00267,No,Yes
SHP-0000136,ORD-0000136,CUST-01452,TRK-986289530,6/24/2022,6/25/2022,11/16/2022,Lost,Express Courier,UAE,Dubai,Oman,Muscat,19521.07,1728.784,63,316258.78,15056929.66,1705145.17,36296.86,2057700.81,1,0,UPS Arabia,EMP-00133,Yes,No
SHP-0000137,ORD-0000137,CUST-00364,TRK-441391277,12/17/2021,12/27/2021,12/26/2021,Delivered,Sea Freight,Saudi Arabia,Taif,Bahrain,Isa Town,387.94,7.1886,45,659.76,25911.56,1484.86,242.22,2386.84,10,0,UPS Arabia,EMP-00148,No,No
SHP-0000138,ORD-0000138,CUST-00249,TRK-160344336,7/16/2021,7/18/2021,11/16/2022,In Transit,Sea Freight,UAE,Ras Al Khaimah,UAE,Ajman,21722.36,235.7263,80,56122.16,946525.31,0,6663.78,62785.94,2,0,GAC Logistics,EMP-00079,No,Yes
SHP-0000139,ORD-0000139,CUST-01237,TRK-854930214,1/11/2021,1/19/2021,1/23/2021,Delivered,Road Transport,Bahrain,Riffa,Oman,Muscat,13444.14,89.9095,69,52519.66,768584.42,98271.52,5029.43,155820.61,8,4,Agility Logistics,EMP-00255,No,Yes
SHP-0000140,ORD-0000140,CUST-00647,TRK-935896750,1/15/2021,1/25/2021,11/16/2022,Out for Delivery,Sea Freight,Saudi Arabia,Dammam,Qatar,Doha,426.94,29.2233,74,1228.41,4564.76,56.06,0,1284.47,10,0,Pearl Harbor Freight,EMP-00208,No,Yes
SHP-0000141,ORD-0000141,CUST-00563,TRK-451213485,1/22/2023,1/24/2023,1/27/2023,Delivered,Sea Freight,Oman,Salalah,Oman,Sur,12735.47,1173.7142,66,31214.1,1271171.97,0,11262.16,42476.26,2,3,COSCO Shipping Gulf,EMP-00288,Yes,Yes
SHP-0000142,ORD-0000142,CUST-00672,TRK-503044610,8/29/2020,9/5/2020,9/4/2020,Delivered,Air Freight,Kuwait,Hawalli,Oman,Sur,38366.92,3423.0233,65,318211.66,7479759.9,64463.31,51443.36,434118.33,7,0,DHL Gulf,EMP-00286,No,Yes
SHP-0000143,ORD-0000143,CUST-00607,TRK-934415978,3/26/2019,4/3/2019,4/4/2019,Delivered,Road Transport,Bahrain,Riffa,Saudi Arabia,Jubail,13272.75,889.822,32,32361.79,853280.86,29833.98,2556.57,64752.34,8,1,Red Sea Transport,EMP-00179,No,No
SHP-0000144,ORD-0000144,CUST-00734,TRK-211004363,8/21/2022,8/25/2022,8/26/2022,Delivered,Sea Freight,UAE,Dubai,UAE,Dubai,27498.86,1939.3288,94,70003.39,2939817.74,0,3321.26,73324.65,4,1,Al Futtaim Logistics,EMP-00033,No,Yes
SHP-0000145,ORD-0000145,CUST-00070,TRK-870711911,7/4/2024,7/12/2024,11/16/2022,In Transit,Road Transport,UAE,Dubai,Saudi Arabia,Jubail,47216.87,2981.128,82,168179.72,5152396.66,318449.13,37423.39,524052.24,8,0,GAC Logistics,EMP-00085,Yes,No
SHP-0000146,ORD-0000146,CUST-00004,TRK-789251508,10/25/2024,10/31/2024,11/16/2022,Out for Delivery,Air Freight,Oman,Sohar,Kuwait,Kuwait City,2191.78,33.139,9,21322.08,328490.55,26797.69,2904.01,51023.78,6,0,Maersk Gulf,EMP-00288,Yes,No
SHP-0000147,ORD-0000147,CUST-01473,TRK-354166100,7/13/2020,7/19/2020,7/24/2020,Delivered,Air Freight,Bahrain,Riffa,Kuwait,Hawalli,41284.56,1296.7831,37,203967.02,1561220.65,69118.55,5256.37,278341.94,6,5,Evergreen Gulf Services,EMP-00208,No,No
SHP-0000148,ORD-0000148,CUST-00680,TRK-807093521,5/1/2023,5/8/2023,11/16/2022,At Warehouse,Sea Freight,Qatar,Doha,Saudi Arabia,Jeddah,25008.27,2479.9186,4,28716.57,1305317.71,104613.79,4143.33,137473.69,7,0,Hapag-Lloyd Gulf,EMP-00079,No,Yes
SHP-0000149,ORD-0000149,CUST-01010,TRK-232594051,7/17/2021,7/28/2021,8/2/2021,Delivered,Sea Freight,Qatar,Lusail,Bahrain,Hamad Town,39332.82,1460.8155,42,63877.42,2637350.43,263877.6,22874.61,350629.63,11,5,Pearl Harbor Freight,EMP-00217,Yes,Yes
SHP-0000150,ORD-0000150,CUST-01386,TRK-106006800,6/29/2020,7/7/2020,7/7/2020,Delivered,Sea Freight,Saudi Arabia,Mecca,Kuwait,Jahra,5512.49,111.917,48,14515.76,709491.3,5913.78,1799.38,22228.92,8,0,GAC Logistics,EMP-00198,No,Yes
SHP-0000151,ORD-0000151,CUST-01066,TRK-393847178,4/24/2022,4/26/2022,11/16/2022,Returned to Sender,Express Courier,UAE,Abu Dhabi,Oman,Sohar,5833.51,569.2483,85,86882.29,2906043.64,107946.11,4356.8,199185.2,2,0,UPS Arabia,EMP-00119,No,Yes
SHP-0000152,ORD-0000152,CUST-00058,TRK-146894406,8/1/2019,8/8/2019,11/16/2022,In Transit,Sea Freight,Oman,Nizwa,Bahrain,Riffa,29530.74,940.1092,37,82812.9,1437082.27,98685.95,6055.5,187554.35,7,0,Gulf Logistics Partners,EMP-00179,Yes,Yes
SHP-0000153,ORD-0000153,CUST-00433,TRK-357186194,2/16/2025,2/17/2025,2/18/2025,Delivered,Express Courier,Saudi Arabia,Dammam,Qatar,Al Rayyan,46504.31,1700.9469,61,998252.01,40268785.05,1987594.08,337454.24,3323300.33,1,1,MSC Arabian,EMP-00044,No,Yes
SHP-0000155,ORD-0000155,CUST-00646,TRK-911025846,3/28/2019,4/4/2019,11/16/2022,In Transit,Rail Freight,Saudi Arabia,Dammam,Bahrain,Muharraq,21286.36,1073.4424,99,62332.47,2490822.95,100460.24,16454.43,179247.14,7,0,Red Sea Transport,EMP-00095,No,No
SHP-0000156,ORD-0000156,CUST-01383,TRK-686780761,7/3/2022,7/7/2022,11/16/2022,In Transit,Road Transport,Qatar,Al Khor,Bahrain,Isa Town,20685.91,527.0703,10,22993.9,283512.06,40620.77,1052.24,64666.91,4,0,Evergreen Gulf Services,EMP-00179,No,Yes
SHP-0000157,ORD-0000157,CUST-00422,TRK-438203924,9/28/2024,10/6/2024,11/16/2022,At Customs,Sea Freight,Qatar,Al Khor,Bahrain,Manama,31973.32,2878.8865,55,22361.71,864083.02,8206.8,1403.18,31971.69,8,0,MSC Arabian,EMP-00264,Yes,No
SHP-0000158,ORD-0000158,CUST-00156,TRK-445676703,8/25/2023,8/31/2023,11/16/2022,In Transit,Road Transport,Qatar,Doha,Qatar,Lusail,5178.48,117.0154,40,9584.15,202644.09,0,1859.17,11443.32,6,0,Agility Logistics,EMP-00268,Yes,Yes
SHP-0000159,ORD-0000159,CUST-00112,TRK-885016035,3/5/2022,3/14/2022,3/15/2022,Delivered,Sea Freight,UAE,Abu Dhabi,Oman,Nizwa,34250.65,2280.9914,3,28599.18,225157.54,14914.7,915.66,44429.54,9,1,Middle East Freight Solutions,EMP-00129,Yes,No
SHP-0000160,ORD-0000160,CUST-01032,TRK-329496493,9/5/2024,9/7/2024,11/16/2022,In Transit,Express Courier,Qatar,Doha,Saudi Arabia,Medina,42162.21,58.5038,66,360129.78,620668.06,34338.59,4744.21,399212.58,2,0,FedEx Middle East,EMP-00267,No,No
SHP-0000161,ORD-0000161,CUST-00931,TRK-824372200,7/8/2019,7/12/2019,7/13/2019,Delivered,Air Freight,Kuwait,Ahmadi,UAE,Abu Dhabi,47170.24,1571.675,29,700719.26,33273094.85,321141.57,287045.4,1308906.23,4,1,Kanoo Shipping,EMP-00179,No,Yes
SHP-0000162,ORD-0000162,CUST-00126,TRK-578600034,12/25/2023,12/29/2023,11/16/2022,At Customs,Road Transport,Qatar,Lusail,UAE,Abu Dhabi,17592.02,710.4744,46,26655.57,1097509.64,124666.09,8883.77,160205.43,4,0,Hapag-Lloyd Gulf,EMP-00179,Yes,Yes
SHP-0000163,ORD-0000163,CUST-01338,TRK-305959283,9/30/2021,10/2/2021,10/3/2021,Delivered,Air Freight,Kuwait,Hawalli,Qatar,Doha,38796.4,1981.9453,75,346643.28,7115682.68,924818.8,35651.65,1307113.73,2,1,Evergreen Gulf Services,EMP-00217,Yes,No
SHP-0000164,ORD-0000164,CUST-00446,TRK-578631016,5/24/2019,5/27/2019,5/31/2019,Delivered,Air Freight,Kuwait,Kuwait City,UAE,Dubai,43146.66,2690.9435,94,585664.69,6703640.52,910945,42686.73,1539296.42,3,4,COSCO Shipping Gulf,EMP-00198,No,Yes
SHP-0000165,ORD-0000165,CUST-00259,TRK-746972425,5/20/2022,5/30/2022,11/16/2022,Out for Delivery,Sea Freight,Kuwait,Kuwait City,Oman,Muscat,21190.21,1728.0368,29,32695.85,996195.1,81043.24,3303.8,117042.89,10,0,Arabian Shipping Co.,EMP-00090,No,No
SHP-0000166,ORD-0000166,CUST-01096,TRK-655554804,7/24/2020,7/31/2020,8/3/2020,Delivered,Air Freight,UAE,Sharjah,Oman,Salalah,23355.88,1917.1628,6,190658.54,3766194.25,407730.76,15904.72,614294.02,7,3,Desert Express Logistics,EMP-00288,Yes,Yes
SHP-0000167,ORD-0000167,CUST-00377,TRK-993533479,8/11/2021,8/14/2021,8/12/2021,Delivered,Air Freight,Qatar,Al Wakrah,Qatar,Doha,37262.28,1473.9016,17,488860.49,22682372,0,96122.14,584982.63,3,0,Kanoo Shipping,EMP-00179,Yes,Yes
SHP-0000168,ORD-0000168,CUST-00177,TRK-566201569,9/29/2019,10/7/2019,10/11/2019,Delivered,Road Transport,Saudi Arabia,Mecca,Oman,Muscat,30649.41,2492.5547,14,93135.37,957523.13,22749.96,6439.04,122324.37,8,4,Agility Logistics,EMP-00079,Yes,Yes
SHP-0000169,ORD-0000169,CUST-00756,TRK-635182569,2/2/2022,2/5/2022,2/9/2022,Delivered,Air Freight,Oman,Sur,Bahrain,Riffa,9442.25,228.8144,46,127685.62,242811.05,11582.67,2049.53,141317.82,3,4,Maersk Gulf,EMP-00006,No,No
SHP-0000170,ORD-0000170,CUST-01228,TRK-702171689,3/29/2023,4/2/2023,11/16/2022,Lost,Express Courier,Saudi Arabia,Jubail,Bahrain,Hamad Town,37429.29,1531.4004,22,221341.11,10496057.07,1119391.65,10712.28,1351445.04,4,0,Hapag-Lloyd Gulf,EMP-00287,No,No
SHP-0000171,ORD-0000171,CUST-00377,TRK-932706287,7/5/2025,7/13/2025,11/16/2022,At Customs,Road Transport,Kuwait,Hawalli,Qatar,Doha,33638.74,2648.0027,74,74891.44,379383.11,28719.68,2117.98,105729.1,8,0,UPS Arabia,EMP-00090,Yes,No
SHP-0000172,ORD-0000172,CUST-01038,TRK-507658960,7/10/2020,7/16/2020,7/20/2020,Delivered,Sea Freight,Bahrain,Hamad Town,Bahrain,Muharraq,17338.71,464.1195,34,18112.45,94513.18,0,372.35,18484.8,6,4,Hapag-Lloyd Gulf,EMP-00179,No,No
SHP-0000173,ORD-0000173,CUST-01306,TRK-968671754,2/24/2024,3/2/2024,11/16/2022,In Transit,Road Transport,Bahrain,Riffa,Kuwait,Ahmadi,34475.95,896.6714,97,160817.09,2137858.53,81101.6,3145.56,245064.25,7,0,Gulf Logistics Partners,EMP-00090,No,No
SHP-0000174,ORD-0000174,CUST-01040,TRK-611739299,4/16/2023,4/18/2023,11/16/2022,Returned to Sender,Express Courier,Bahrain,Muharraq,Qatar,Al Rayyan,8164.64,212.2644,64,202476.01,1532875.86,27488.58,1772.89,231737.48,2,0,Pearl Harbor Freight,EMP-00286,No,Yes
SHP-0000175,ORD-0000175,CUST-01033,TRK-872502397,10/2/2019,10/10/2019,11/16/2022,At Customs,Sea Freight,Kuwait,Salmiya,Qatar,Al Wakrah,30497.34,417.1008,92,43476.78,2072473.76,42764.52,18395.65,104636.95,8,0,DHL Gulf,EMP-00033,Yes,No
SHP-0000176,ORD-0000176,CUST-00382,TRK-729242553,7/31/2022,8/7/2022,8/6/2022,Delivered,Road Transport,UAE,Ras Al Khaimah,Kuwait,Jahra,428.72,34.6613,95,620.57,20400.63,2614.65,168.29,3403.51,7,0,GAC Logistics,EMP-00006,Yes,Yes
SHP-0000177,ORD-0000177,CUST-01154,TRK-750696058,8/16/2021,8/21/2021,8/20/2021,Delivered,Air Freight,UAE,Ajman,Qatar,Al Rayyan,44004.27,3891.9156,86,300474.37,7084160.59,431498.33,34563.93,766536.63,5,0,Arabian Shipping Co.,EMP-00268,Yes,Yes
SHP-0000178,ORD-0000178,CUST-01358,TRK-465455761,8/8/2025,8/14/2025,8/19/2025,Delivered,Express Courier,Qatar,Lusail,UAE,Dubai,25307.51,1108.2666,86,545521.84,15801557.34,16390.85,85672.97,647585.66,6,5,Al Futtaim Logistics,EMP-00117,No,Yes
SHP-0000179,ORD-0000179,CUST-01455,TRK-393675959,5/10/2019,5/18/2019,5/23/2019,Delivered,Sea Freight,Saudi Arabia,Dammam,Kuwait,Kuwait City,45323.33,2091.4696,18,110023.08,5260697.27,113672.16,15166.02,238861.26,8,5,Hapag-Lloyd Gulf,EMP-00129,No,No
SHP-0000180,ORD-0000180,CUST-01240,TRK-105400503,4/23/2021,4/28/2021,11/16/2022,In Transit,Sea Freight,Oman,Sohar,Oman,Sohar,7740.51,203.1172,51,5265.52,220485.88,0,737.73,6003.25,5,0,Kanoo Shipping,EMP-00208,Yes,No
SHP-0000181,ORD-0000181,CUST-00625,TRK-812743738,1/24/2025,1/31/2025,11/16/2022,At Customs,Air Freight,Kuwait,Kuwait City,Oman,Salalah,6904.61,348.304,44,89528.33,3576676.91,100117.3,14012.55,203658.18,7,0,DHL Gulf,EMP-00268,No,Yes
SHP-0000182,ORD-0000182,CUST-00853,TRK-989179302,4/15/2024,4/17/2024,4/16/2024,Delivered,Air Freight,UAE,Ras Al Khaimah,Bahrain,Muharraq,4101.75,350.1391,17,38750.35,914030.6,86476.71,8355.42,133582.48,2,0,CMA CGM Middle East,EMP-00137,No,Yes
SHP-0000183,ORD-0000183,CUST-01458,TRK-265677399,8/14/2019,8/20/2019,8/24/2019,Delivered,Road Transport,Kuwait,Hawalli,Qatar,Doha,848.36,66.9863,68,2247.5,60416.24,3447.63,513.86,6208.99,6,4,GAC Logistics,EMP-00133,Yes,Yes
SHP-0000184,ORD-0000184,CUST-00627,TRK-607406214,9/23/2023,9/25/2023,9/24/2023,Delivered,Express Courier,Saudi Arabia,Taif,UAE,Sharjah,5362.51,478.2856,38,93491.3,979816.42,40638.06,1212.28,135341.64,2,0,GAC Logistics,EMP-00179,Yes,No
SHP-0000185,ORD-0000185,CUST-01432,TRK-818223470,11/22/2025,11/25/2025,11/27/2025,Delivered,Sea Freight,Kuwait,Jahra,Kuwait,Salmiya,21345.38,270.6759,8,24175.73,1118578.67,0,5195.29,29371.02,3,2,Kanoo Shipping,EMP-00267,Yes,No
SHP-0000186,ORD-0000186,CUST-01335,TRK-270772402,12/15/2020,12/21/2020,12/21/2020,Delivered,Road Transport,Bahrain,Isa Town,Qatar,Al Wakrah,2298.84,107.3167,88,10833.58,295511.93,9762.91,2564.04,23160.53,6,0,Middle East Freight Solutions,EMP-00255,Yes,No
SHP-0000187,ORD-0000187,CUST-01440,TRK-525996618,9/5/2025,9/8/2025,11/16/2022,At Warehouse,Express Courier,Saudi Arabia,Medina,Kuwait,Ahmadi,1619.64,141.3243,59,21710.01,661441,7626.88,3084.07,32420.96,3,0,Hapag-Lloyd Gulf,EMP-00129,No,No
SHP-0000188,ORD-0000188,CUST-00471,TRK-283963615,10/26/2020,11/4/2020,11/16/2022,Delayed,Sea Freight,Saudi Arabia,Jubail,Qatar,Al Rayyan,41483.27,386.8813,97,120773.82,996361.49,143714.54,6988.96,271477.32,9,12,Hapag-Lloyd Gulf,EMP-00264,No,No
