Order_ID,Order_Date,Customer_ID,Customer_Type,Country,City,Product_Category,Product_Name,Quantity,Unit_Price_USD,Subtotal_USD,Discount_Percent,Discount_Amount_USD,Tax_Rate_Percent,Tax_Amount_USD,Shipping_Cost_USD,Insurance_Cost_USD,Total_Amount_USD,Currency,Order_Status,Delivery_Date,Payment_Method,Payment_Status,Sales_Rep_ID,Agent_Name,Warehouse_Country,Warehouse_City,Shipping_Method,Priority,Notes
ORD-0000109,8/1/2022,CUST-00342,Corporate,UAE,Ras Al Khaimah,Automotive,Car Care,422,3821.58,1612706.76,22.9,369309.85,5,62169.85,4806.38,16031.45,1326404.59,USD,Shipped,8/2/2022,Credit Card,Pending,EMP-00269,Pearl Harbor Freight,Qatar,Al Khor,Express Courier,Low,Express required
ORD-0000110,9/5/2024,CUST-00240,Corporate,Saudi Arabia,Dammam,Industrial,Machinery,3114,2099.96,6539275.44,20.89,1366054.64,15,775983.12,4901.24,45654.97,5999760.13,USD,Delivered,9/17/2024,Installments,Paid,EMP-00225,DHL Gulf,Bahrain,Isa Town,Air Freight,High,Express required
ORD-0000112,5/10/2023,CUST-01364,Government,Oman,Sur,Electronics,Power Banks,4833,149.91,724515.03,2.52,18257.78,5,35312.86,4423.55,3138.91,749132.57,USD,Delivered,6/5/2023,Credit Card,Paid,EMP-00228,DHL Gulf,Kuwait,Ahmadi,Road Transport,Medium,Express required
ORD-0000113,6/18/2023,CUST-00718,Individual,UAE,Ajman,Automotive,Exterior,13,868.18,11286.34,8.46,954.82,5,516.58,3947.73,83.58,14879.41,USD,Delivered,6/25/2023,Credit Card,Paid,EMP-00234,Kanoo Shipping,UAE,Dubai,Sea Freight,High,Express required
ORD-0000114,6/2/2019,CUST-00583,Corporate,Bahrain,Riffa,Food & Beverage,Health Foods,3894,4192.26,16324660.44,7.01,1144358.7,10,1518030.17,4240.24,72419.68,16774991.83,USD,Delivered,6/21/2019,Credit Card,Paid,EMP-00233,Agility Logistics,Oman,Salalah,Express Courier,Urgent,Express required
ORD-0000116,11/30/2020,CUST-01445,Corporate,Kuwait,Salmiya,Sports & Outdoors,Sports Shoes,233,751.83,175176.39,18.83,32985.71,0,0,3872.25,263.03,146325.96,USD,Delivered,12/7/2020,Credit Card,Paid,EMP-00214,Red Sea Transport,Bahrain,Riffa,Sea Freight,Medium,Express required
ORD-0000117,7/28/2025,CUST-01352,Small Business,Bahrain,Riffa,Industrial,Measuring,59,1429.72,84353.48,5.03,4242.98,10,8011.05,1158.96,207.19,89487.7,USD,Delivered,8/10/2025,Credit Card,Pending,EMP-00153,Red Sea Transport,Bahrain,Muharraq,Express Courier,High,Express required
ORD-0000119,2/14/2021,CUST-00264,Corporate,Qatar,Al Khor,Electronics,TVs,375,2991.1,1121662.5,12.84,144021.46,0,0,4481.65,3519.03,985641.72,USD,Delivered,3/2/2021,Letter of Credit,Pending,EMP-00279,UPS Arabia,Qatar,Al Wakrah,Sea Freight,Medium,Fragile items
ORD-0000121,11/9/2020,CUST-00930,E-commerce Platform,Bahrain,Hamad Town,Home & Garden,Decor,68,427.22,29050.96,4.56,1324.72,10,2772.62,3606.4,50.68,34155.94,USD,Delivered,12/9/2020,Credit Card,Paid,EMP-00206,Aramex,Bahrain,Manama,Sea Freight,Medium,Express required
ORD-0000122,7/7/2025,CUST-00351,Individual,Bahrain,Muharraq,Sports & Outdoors,Fitness Equipment,4,998.68,3994.72,1.5,59.92,10,393.48,867.13,0,5195.41,USD,Delivered,7/13/2025,Credit Card,Overdue,EMP-00153,DHL Gulf,Qatar,Lusail,Road Transport,Medium,Bulk order
ORD-0000123,6/22/2021,CUST-01229,Government,Kuwait,Jahra,Beauty & Health,Medical Devices,666,2831.44,1885739.04,9.09,171413.68,0,0,3473.75,12299.68,1730098.79,USD,Delivered,7/13/2021,Installments,Paid,EMP-00279,Al Futtaim Logistics,Kuwait,Ahmadi,Express Courier,High,Fragile items
ORD-0000125,8/31/2019,CUST-00605,Government,Saudi Arabia,Jeddah,Home & Garden,Garden Tools,7915,1334.65,10563754.75,1.82,192260.34,15,1555724.16,3493.73,28731.25,11959443.55,USD,Delivered,9/1/2019,Cash on Delivery,Pending,EMP-00283,MSC Arabian,Qatar,Al Rayyan,Express Courier,Medium,Express required
ORD-0000126,2/13/2024,CUST-00496,Corporate,Oman,Sohar,Sports & Outdoors,Yoga,2917,849.26,2477291.42,17.4,431048.71,5,102312.14,1351.7,8042.56,2157949.11,USD,Delivered,3/5/2024,Bank Transfer,Paid,EMP-00241,FedEx Middle East,Bahrain,Riffa,Road Transport,Low,Express required
ORD-0000127,1/3/2019,CUST-01206,Corporate,Saudi Arabia,Jeddah,Home & Garden,Garden Tools,1116,3390.66,3783976.56,12.38,468456.3,15,497328.04,4010.8,26532.94,3843392.04,USD,Delivered,1/24/2019,Credit Card,Paid,EMP-00283,DHL Gulf,Kuwait,Jahra,Air Freight,Medium,Express required
ORD-0000129,12/28/2021,CUST-01121,Small Business,UAE,Sharjah,Home & Garden,Lighting,441,1532.52,675841.32,11.88,80289.95,5,29777.57,4892.28,1624.01,631845.23,USD,Delivered,1/6/2022,Letter of Credit,Paid,EMP-00076,UPS Arabia,Oman,Muscat,Sea Freight,Medium,Express required
ORD-0000130,4/30/2021,CUST-01077,Corporate,Kuwait,Hawalli,Industrial,Tools,2878,755.29,2173724.62,21.84,474741.46,0,0,1339.79,17724.4,1718047.35,USD,Delivered,5/3/2021,Credit Card,Paid,EMP-00051,MSC Arabian,Saudi Arabia,Riyadh,Road Transport,High,Express required
ORD-0000131,11/16/2019,CUST-00725,Small Business,Saudi Arabia,Khobar,Home & Garden,Decor,196,331.05,64885.8,13.18,8551.95,15,8450.08,2015.24,407.36,67206.53,USD,Delivered,12/4/2019,Bank Transfer,Paid,EMP-00232,FedEx Middle East,Kuwait,Salmiya,Air Freight,Medium,Fragile items
ORD-0000133,4/5/2020,CUST-00245,Individual,Qatar,Al Khor,Industrial,Packaging,19,654.65,12438.35,2.33,289.81,0,0,1288.32,20.23,13457.09,USD,Delivered,4/30/2020,Digital Wallet,Paid,EMP-00051,Arabian Shipping Co.,Oman,Sohar,Express Courier,Low,Express required
ORD-0000134,5/17/2025,CUST-00785,Corporate,Saudi Arabia,Medina,Beauty & Health,Skincare,3443,1452.92,5002403.56,22.76,1138547.05,15,579578.48,437.14,8306.29,4452178.42,USD,Delivered,6/8/2025,Digital Wallet,Paid,EMP-00283,Arabian Shipping Co.,UAE,Sharjah,Sea Freight,Low,Express required
ORD-0000136,12/9/2022,CUST-01452,Small Business,Oman,Muscat,Fashion,Bags,378,267.52,101122.56,7.95,8039.24,5,4654.17,268.23,243.17,98248.89,USD,Delivered,12/17/2022,Bank Transfer,Paid,EMP-00241,Desert Express Logistics,UAE,Dubai,Express Courier,Medium,Hazardous materials
ORD-0000137,1/30/2020,CUST-00364,E-commerce Platform,Bahrain,Isa Town,Sports & Outdoors,Sports Shoes,97,185.52,17995.44,4.51,811.59,10,1718.38,568.19,81.63,19552.05,USD,Shipped,2/6/2020,Installments,Paid,EMP-00225,CMA CGM Middle East,Saudi Arabia,Taif,Sea Freight,Low,Express required
ORD-0000138,7/27/2024,CUST-00249,Government,UAE,Ajman,Beauty & Health,Dental Care,1318,1909.58,2516826.44,0.07,1761.78,5,125753.23,733.71,19135.34,2660686.94,USD,Delivered,8/6/2024,Credit Card,Paid,EMP-00101,Agility Logistics,UAE,Ras Al Khaimah,Sea Freight,High,Express required
ORD-0000139,11/2/2025,CUST-01237,Corporate,Oman,Muscat,Food & Beverage,Health Foods,1101,1594.83,1755907.83,23.91,419837.56,5,66803.51,4064.71,8195.85,1415134.34,USD,Delivered,11/3/2025,Letter of Credit,Paid,EMP-00076,Evergreen Gulf Services,Bahrain,Riffa,Road Transport,High,Express required
ORD-0000142,9/4/2025,CUST-00672,Small Business,Oman,Sur,Food & Beverage,Dairy,467,560.53,261767.51,2.81,7355.67,5,12720.59,424.22,1049.29,268605.94,USD,Returned,9/10/2025,Cash on Delivery,Pending,EMP-00241,Pearl Harbor Freight,Kuwait,Hawalli,Air Freight,Medium,Express required
ORD-0000144,6/15/2021,CUST-00734,Individual,UAE,Dubai,Beauty & Health,Makeup,12,457.13,5485.56,0.89,48.82,5,271.84,2814.02,0,8522.6,USD,Shipped,6/28/2021,Bank Transfer,Paid,EMP-00232,Red Sea Transport,UAE,Dubai,Sea Freight,Urgent,Express required
ORD-0000145,8/25/2022,CUST-00070,Individual,Saudi Arabia,Jubail,Fashion,Kids Clothing,13,646.19,8400.47,4.37,367.1,15,1205.01,299.15,0,9537.53,USD,Shipped,9/9/2022,Letter of Credit,Partial,EMP-00051,Desert Express Logistics,UAE,Dubai,Road Transport,Low,Express required
ORD-0000146,4/21/2019,CUST-00004,Individual,Kuwait,Kuwait City,Home & Garden,Cleaning,13,898.69,11682.97,4.81,561.95,0,0,2065.82,93.12,13279.96,USD,Delivered,5/20/2019,Digital Wallet,Paid,EMP-00101,Evergreen Gulf Services,Oman,Sohar,Air Freight,Medium,Express required
ORD-0000148,7/16/2019,CUST-00680,Corporate,Saudi Arabia,Jeddah,Electronics,Smart Watches,3087,4456.79,13758110.73,23.56,3241410.89,15,1577504.98,1565.03,23395.52,12119165.37,USD,Shipped,7/21/2019,Digital Wallet,Pending,EMP-00279,Al Futtaim Logistics,Qatar,Doha,Sea Freight,Medium,Express required
ORD-0000150,1/19/2020,CUST-01386,Small Business,Kuwait,Jahra,Industrial,Hardware,152,1129.17,171633.84,14.42,24749.6,0,0,476.94,355.3,147716.48,USD,Delivered,2/3/2020,Credit Card,Paid,EMP-00081,GAC Logistics,Saudi Arabia,Mecca,Sea Freight,High,Express required
ORD-0000151,3/6/2020,CUST-01066,Individual,Oman,Sohar,Automotive,Interior,12,646.4,7756.8,3.32,257.53,5,374.96,670.04,0,8544.27,USD,Delivered,3/17/2020,Credit Card,Paid,EMP-00103,FedEx Middle East,UAE,Abu Dhabi,Express Courier,Low,Express required
ORD-0000153,1/5/2019,CUST-00433,Individual,Qatar,Al Rayyan,Fashion,Kids Clothing,2,460.9,921.8,0.22,2.03,0,0,4134.03,0,5053.8,USD,Delivered,1/21/2019,Bank Transfer,Pending,EMP-00239,Gulf Logistics Partners,Saudi Arabia,Dammam,Express Courier,Low,Express required
ORD-0000154,9/7/2021,CUST-01102,Government,Qatar,Al Rayyan,Sports & Outdoors,Camping Gear,6735,145.81,982030.35,6.85,67269.08,0,0,132.69,5083.33,919977.29,USD,Delivered,9/24/2021,Bank Transfer,Paid,EMP-00101,FedEx Middle East,Qatar,Doha,Road Transport,Medium,Express required
ORD-0000155,7/3/2022,CUST-00646,E-commerce Platform,Bahrain,Muharraq,Sports & Outdoors,Running,7,141.07,987.49,3.92,38.71,10,94.88,1451.76,0,2495.42,USD,Shipped,7/18/2022,Letter of Credit,Pending,EMP-00241,Pearl Harbor Freight,Saudi Arabia,Dammam,Rail Freight,High,Fragile items
ORD-0000158,6/24/2019,CUST-00156,Small Business,Qatar,Lusail,Home & Garden,Bedding,287,591.6,169789.2,7.73,13124.71,0,0,430.45,1146.25,158241.19,USD,Delivered,7/2/2019,Digital Wallet,Paid,EMP-00081,Kanoo Shipping,Qatar,Doha,Road Transport,High,Express required
ORD-0000160,1/9/2025,CUST-01032,Small Business,Saudi Arabia,Medina,Automotive,Tires,443,409.31,181324.33,7.19,13037.22,15,25243.07,4753.03,309.3,198592.51,USD,Delivered,2/7/2025,Installments,Paid,EMP-00076,CMA CGM Middle East,Qatar,Doha,Express Courier,Urgent,Express required
ORD-0000161,12/30/2019,CUST-00931,Small Business,UAE,Abu Dhabi,Electronics,Gaming Consoles,494,1784.86,881720.84,13.36,117797.9,5,38196.15,2533.32,5815.07,810467.48,USD,Delivered,1/5/2020,Digital Wallet,Paid,EMP-00216,UPS Arabia,Kuwait,Ahmadi,Air Freight,Medium,Express required
ORD-0000162,9/12/2022,CUST-00126,Small Business,UAE,Abu Dhabi,Sports & Outdoors,Fitness Equipment,331,1319.76,436840.56,11.38,49712.46,5,19356.4,3133.77,506.68,410124.95,USD,Delivered,10/1/2022,Cash on Delivery,Paid,EMP-00214,GAC Logistics,Qatar,Lusail,Road Transport,Low,Express required
ORD-0000163,11/20/2021,CUST-01338,Small Business,Qatar,Doha,Sports & Outdoors,Running,281,785.65,220767.65,2.57,5673.73,0,0,3029.05,1024.33,219147.3,USD,Delivered,11/28/2021,Credit Card,Paid,EMP-00202,Arabian Shipping Co.,Kuwait,Hawalli,Air Freight,Low,Express required
ORD-0000164,12/6/2025,CUST-00446,Individual,UAE,Dubai,Electronics,Headphones,17,697.54,11858.18,8.71,1032.85,5,541.27,4719.63,19.94,16106.17,USD,Delivered,12/29/2025,Digital Wallet,Paid,EMP-00283,GAC Logistics,Kuwait,Kuwait City,Air Freight,Medium,Express required
ORD-0000165,10/27/2021,CUST-00259,Individual,Oman,Muscat,Automotive,Tools,3,510.41,1531.23,1,15.31,5,75.8,2485.91,0,4077.63,USD,Delivered,11/6/2021,Cash on Delivery,Paid,EMP-00248,Pearl Harbor Freight,Kuwait,Kuwait City,Sea Freight,Urgent,Express required
ORD-0000166,6/28/2020,CUST-01096,Small Business,Oman,Salalah,Electronics,Cameras,314,714.31,224293.34,10.75,24111.53,5,10009.09,3255.32,1844.31,215290.53,USD,Delivered,7/12/2020,Bank Transfer,Pending,EMP-00224,Gulf Logistics Partners,UAE,Sharjah,Air Freight,High,Express required
ORD-0000167,4/21/2023,CUST-00377,Corporate,Qatar,Doha,Electronics,Cameras,3265,4294.56,14021738.4,9.18,1287195.59,0,0,4987.2,22598.27,12762128.28,USD,Delivered,4/30/2023,Bank Transfer,Paid,EMP-00051,Arabian Shipping Co.,Qatar,Al Wakrah,Air Freight,Medium,Express required
ORD-0000168,9/21/2019,CUST-00177,Small Business,Oman,Muscat,Sports & Outdoors,Fishing,461,1539.84,709866.24,12.34,87597.49,5,31113.44,789.76,5178.52,659350.47,USD,Shipped,9/28/2019,Credit Card,Paid,EMP-00103,Hapag-Lloyd Gulf,Saudi Arabia,Mecca,Road Transport,High,Express required
ORD-0000170,4/8/2021,CUST-01228,Corporate,Bahrain,Hamad Town,Automotive,Oils,3544,4146.63,14695656.72,13.92,2045635.42,10,1265002.13,1254.54,121452.44,14037730.41,USD,Shipped,4/16/2021,Bank Transfer,Paid,EMP-00103,Pearl Harbor Freight,Saudi Arabia,Jubail,Express Courier,Medium,Express required
ORD-0000172,1/22/2023,CUST-01038,Small Business,Bahrain,Muharraq,Food & Beverage,Snacks,242,742.82,179762.44,5.27,9473.48,10,17028.9,3374.31,597.91,191290.08,USD,Delivered,2/1/2023,Cash on Delivery,Overdue,EMP-00279,Kanoo Shipping,Bahrain,Hamad Town,Sea Freight,Medium,Express required
ORD-0000175,9/15/2019,CUST-01033,Corporate,Qatar,Al Wakrah,Automotive,Exterior,1961,1364.38,2675549.18,24.45,654171.77,0,0,3893.42,8086.56,2033357.39,USD,Delivered,10/4/2019,Cash on Delivery,Paid,EMP-00269,MSC Arabian,Kuwait,Salmiya,Sea Freight,High,Express required
ORD-0000177,12/14/2020,CUST-01154,Small Business,Qatar,Al Rayyan,Industrial,Safety Equipment,167,881.2,147160.4,8.05,11846.41,0,0,566.05,737.11,136617.15,USD,Delivered,12/30/2020,Digital Wallet,Paid,EMP-00134,UPS Arabia,UAE,Ajman,Air Freight,High,Express required
ORD-0000180,1/12/2021,CUST-01240,Corporate,Oman,Sohar,Home & Garden,Lighting,4097,2030.05,8317114.85,24.5,2037693.14,5,313971.09,4642.69,40025.87,6638061.36,USD,Delivered,2/3/2021,Bank Transfer,Paid,EMP-00152,Arabian Shipping Co.,Oman,Sohar,Sea Freight,Medium,Express required
ORD-0000181,7/31/2020,CUST-00625,E-commerce Platform,Oman,Salalah,Automotive,Interior,69,185.93,12829.17,4.24,543.96,5,614.26,4783.46,127.9,17810.83,USD,Shipped,8/1/2020,Installments,Paid,EMP-00248,Al Futtaim Logistics,Kuwait,Kuwait City,Air Freight,Medium,Express required
ORD-0000183,1/13/2020,CUST-01458,Corporate,Qatar,Doha,Electronics,TVs,263,2179.58,573229.54,14.44,82774.35,0,0,2142.92,4016.74,496614.85,USD,Delivered,2/10/2020,Credit Card,Paid,EMP-00076,Agility Logistics,Kuwait,Hawalli,Road Transport,Low,Fragile items
ORD-0000186,3/14/2021,CUST-01335,Corporate,Qatar,Al Wakrah,Home & Garden,Furniture,598,4495.86,2688524.28,21.03,565396.66,0,0,1089.85,10107.63,2134325.1,USD,Delivered,4/13/2021,Letter of Credit,Paid,EMP-00214,Evergreen Gulf Services,Bahrain,Isa Town,Road Transport,Urgent,Express required
ORD-0000187,8/12/2024,CUST-01440,Government,Kuwait,Ahmadi,Food & Beverage,Spices,6970,6345.43,44227647.1,8.32,3679740.24,0,0,4915.02,168379.67,40721201.55,USD,Delivered,8/31/2024,Bank Transfer,Paid,EMP-00103,Al Futtaim Logistics,Saudi Arabia,Medina,Express Courier,High,Express required
ORD-0000191,9/7/2019,CUST-01045,Corporate,Oman,Sur,Food & Beverage,Confectionery,332,4750.6,1577199.2,5.76,90846.67,5,74317.63,3639.69,13712.69,1578022.54,USD,Delivered,9/18/2019,Cash on Delivery,Paid,EMP-00098,Hapag-Lloyd Gulf,UAE,Dubai,Express Courier,High,Express required
ORD-0000194,7/22/2022,CUST-00848,Small Business,Saudi Arabia,Riyadh,Home & Garden,Furniture,475,1682.65,799258.75,6.79,54269.67,15,111748.36,2873.99,4698.28,864309.71,USD,Delivered,8/4/2022,Credit Card,Paid,EMP-00103,Arabian Shipping Co.,Qatar,Al Rayyan,Air Freight,High,Express required
ORD-0000196,4/22/2020,CUST-01247,Small Business,Kuwait,Jahra,Automotive,Car Care,181,406.91,73650.71,10.2,7512.37,0,0,4873.11,92.86,71104.31,USD,Delivered,5/18/2020,Digital Wallet,Overdue,EMP-00167,Agility Logistics,Oman,Sur,Sea Freight,High,Express required
ORD-0000197,1/18/2025,CUST-00466,Corporate,Bahrain,Hamad Town,Electronics,Headphones,4931,2482.32,12240319.92,10.29,1259528.92,10,1098079.1,1388.61,109566.13,12189824.84,USD,Delivered,1/30/2025,Installments,Paid,EMP-00269,COSCO Shipping Gulf,Oman,Salalah,Air Freight,Medium,Express required
ORD-0000198,1/20/2024,CUST-01188,Individual,Oman,Muscat,Sports & Outdoors,Camping Gear,3,912.1,2736.3,2.83,77.44,5,132.94,1854.33,0,4646.13,USD,Shipped,1/31/2024,Credit Card,Paid,EMP-00279,Arabian Shipping Co.,Oman,Nizwa,Express Courier,Medium,Express required
ORD-0000201,12/5/2019,CUST-00341,Individual,Oman,Nizwa,Home & Garden,Furniture,12,967.33,11607.96,12.27,1424.3,5,509.18,2053.47,78.73,12825.04,USD,Delivered,12/17/2019,Credit Card,Paid,EMP-00103,Hapag-Lloyd Gulf,Qatar,Al Rayyan,Air Freight,Low,Express required
ORD-0000202,8/23/2025,CUST-01100,Small Business,Saudi Arabia,Medina,Automotive,Car Accessories,483,551.23,266244.09,6.15,16374.01,15,37480.51,3720.68,1592.66,292663.93,USD,Delivered,9/20/2025,Digital Wallet,Paid,EMP-00241,Gulf Logistics Partners,UAE,Sharjah,Sea Freight,Medium,Express required
ORD-0000203,3/23/2020,CUST-01415,Small Business,UAE,Fujairah,Home & Garden,Bedding,350,505.42,176897,14.03,24818.65,5,7603.92,51.88,1331.37,161065.52,USD,Delivered,4/3/2020,Credit Card,Paid,EMP-00242,COSCO Shipping Gulf,Qatar,Al Wakrah,Sea Freight,Medium,Express required
ORD-0000204,1/6/2022,CUST-00022,Small Business,Qatar,Al Wakrah,Fashion,Kids Clothing,349,1922.08,670805.92,11.92,79960.07,0,0,3900.08,6572.25,601318.18,USD,Delivered,1/8/2022,Credit Card,Paid,EMP-00167,Al Futtaim Logistics,Oman,Salalah,Air Freight,Low,Express required
ORD-0000205,7/25/2024,CUST-00032,Small Business,Saudi Arabia,Jeddah,Food & Beverage,Beverages,66,196.99,13001.34,13.06,1697.98,15,1695.5,2580.38,40.4,15619.64,USD,Delivered,8/17/2024,Credit Card,Paid,EMP-00153,Pearl Harbor Freight,Oman,Nizwa,Express Courier,Low,Express required
ORD-0000206,8/19/2023,CUST-01205,Small Business,Saudi Arabia,Medina,Sports & Outdoors,Fishing,55,1834.15,100878.25,12.99,13104.08,15,13166.13,311.14,170.8,101422.24,USD,Delivered,8/26/2023,Credit Card,Paid,EMP-00232,UPS Arabia,Qatar,Al Rayyan,Express Courier,Medium,Express required
ORD-0000209,1/12/2022,CUST-00871,Small Business,UAE,Sharjah,Home & Garden,Textiles,338,142.03,48006.14,9.06,4349.36,5,2182.84,1992.29,191.17,48023.08,USD,Delivered,1/18/2022,Credit Card,Paid,EMP-00248,Red Sea Transport,Qatar,Al Khor,Rail Freight,Low,Express required
ORD-0000210,3/7/2023,CUST-00378,Government,Qatar,Doha,Fashion,Watches,7645,9056.47,69236713.15,5.73,3967263.66,0,0,3741.09,536321.35,65809511.93,USD,Delivered,3/18/2023,Credit Card,Paid,EMP-00206,DHL Gulf,Oman,Sohar,Air Freight,Medium,Express required
ORD-0000211,7/24/2022,CUST-00728,Corporate,Bahrain,Isa Town,Home & Garden,Decor,836,2424.73,2027074.28,7.56,153246.82,10,187382.75,1534.37,6852.32,2069596.9,USD,Delivered,8/23/2022,Cash on Delivery,Paid,EMP-00103,Middle East Freight Solutions,Oman,Salalah,Air Freight,Low,Express required
ORD-0000212,2/23/2024,CUST-00234,Individual,Bahrain,Hamad Town,Home & Garden,Storage,11,776.06,8536.66,3.27,279.15,10,825.75,1227.42,0,10310.68,USD,Delivered,2/25/2024,Credit Card,Paid,EMP-00152,Hapag-Lloyd Gulf,UAE,Abu Dhabi,Air Freight,Medium,Express required
ORD-0000213,4/5/2023,CUST-01104,Small Business,Saudi Arabia,Jeddah,Home & Garden,Garden Tools,126,125.81,15852.06,2.79,442.27,15,2311.47,701.09,137.1,18559.45,USD,Delivered,4/6/2023,Credit Card,Paid,EMP-00241,UPS Arabia,Kuwait,Salmiya,Air Freight,Medium,Express required
ORD-0000214,5/12/2024,CUST-00635,Small Business,Qatar,Doha,Electronics,Smart Watches,181,1329.26,240596.06,10.02,24107.73,0,0,3697.54,2171.16,222357.03,USD,Returned,5/13/2024,Letter of Credit,Paid,EMP-00216,Agility Logistics,Bahrain,Hamad Town,Sea Freight,Urgent,Express required
ORD-0000215,7/18/2025,CUST-00753,E-commerce Platform,Bahrain,Riffa,Industrial,Safety Equipment,45,202.02,9090.9,2.96,269.09,10,882.18,3243.35,0,12947.34,USD,Delivered,7/21/2025,Credit Card,Paid,EMP-00232,UPS Arabia,Kuwait,Ahmadi,Road Transport,Medium,Express required
ORD-0000216,7/9/2023,CUST-00748,Government,Bahrain,Hamad Town,Beauty & Health,Fragrances,9352,4138.23,38700726.96,0.26,100621.89,10,3860010.51,209.9,78122.94,42538448.42,USD,Delivered,8/6/2023,Credit Card,Paid,EMP-00051,Red Sea Transport,Saudi Arabia,Riyadh,Air Freight,Low,Hazardous materials
ORD-0000217,2/3/2019,CUST-01206,Corporate,Saudi Arabia,Jeddah,Sports & Outdoors,Bicycles,1103,4781.55,5274049.65,12.39,653454.75,15,693089.23,2853.9,15878.04,5332416.07,USD,Shipped,2/18/2019,Credit Card,Pending,EMP-00124,Agility Logistics,Saudi Arabia,Khobar,Air Freight,High,Hazardous materials
ORD-0000218,7/22/2023,CUST-01318,Corporate,UAE,Ajman,Industrial,Packaging,2568,4556.97,11702298.96,13.27,1552895.07,5,507470.19,2437.95,63071.2,10722383.23,USD,Delivered,8/8/2023,Digital Wallet,Paid,EMP-00124,Desert Express Logistics,UAE,Sharjah,Sea Freight,Urgent,Express required
ORD-0000219,7/15/2025,CUST-00786,Government,Saudi Arabia,Dammam,Electronics,Cameras,8205,1218.46,9997464.3,6.47,646835.94,15,1402594.25,4679.55,56405.93,10814308.09,USD,Delivered,7/28/2025,Credit Card,Paid,EMP-00124,Agility Logistics,Kuwait,Ahmadi,Sea Freight,Urgent,Express required
ORD-0000220,7/6/2025,CUST-00546,Individual,Qatar,Al Khor,Beauty & Health,Dental Care,3,813.38,2440.14,2.31,56.37,0,0,2761.6,0,5145.37,USD,Delivered,7/7/2025,Bank Transfer,Paid,EMP-00206,Maersk Gulf,Oman,Muscat,Air Freight,Urgent,Bulk order
ORD-0000221,11/23/2021,CUST-00737,Government,Saudi Arabia,Riyadh,Sports & Outdoors,Swimming Gear,904,651.45,588910.8,7.33,43167.16,15,81861.55,4128.25,4690.55,636423.99,USD,Shipped,11/26/2021,Credit Card,Partial,EMP-00206,Evergreen Gulf Services,Saudi Arabia,Medina,Sea Freight,Urgent,Express required
ORD-0000222,1/15/2025,CUST-01393,Individual,Bahrain,Riffa,Food & Beverage,Bakery,4,123.93,495.72,2.62,12.99,10,48.27,2041.52,0,2572.52,USD,Delivered,2/8/2025,Bank Transfer,Paid,EMP-00153,Agility Logistics,Qatar,Lusail,Sea Freight,Medium,Express required
ORD-0000223,4/9/2022,CUST-00073,Small Business,Oman,Sohar,Automotive,Tires,246,1792.48,440950.08,10.99,48460.41,5,19624.48,1219.35,2957.05,416290.55,USD,Delivered,4/26/2022,Digital Wallet,Pending,EMP-00269,Aramex,Qatar,Lusail,Sea Freight,Medium,Temperature controlled
ORD-0000225,6/9/2024,CUST-00550,Individual,Bahrain,Manama,Beauty & Health,Makeup,9,108.81,979.29,2.35,23.01,10,95.63,4808.08,0,5859.99,USD,Shipped,6/11/2024,Cash on Delivery,Paid,EMP-00206,DHL Gulf,Qatar,Lusail,Road Transport,Medium,Express required
